symbol,n,min_diff,m_hours,subperiod,n_obs,n_eff,mean_fade,std_fade,t_stat_raw,t_stat_adj,mean_mae
BTC-USDT-SWAP,4,0.03,36,all,2252,631,-0.00030171166749534055,0.055110364178700175,-0.25980231540758875,-0.13752241927757589,0.04733940176640373
BTC-USDT-SWAP,4,0.03,48,0,714,137,0.0007787962710077949,0.07717776568171422,0.2696377955137181,0.1181114348571181,0.06535015849923931
BTC-USDT-SWAP,4,0.03,48,1,813,159,9.502431587464478e-05,0.05913076369929485,0.04582120818971262,0.020263750318421373,0.05506450939566194
BTC-USDT-SWAP,4,0.03,48,2,451,131,0.00010607858919127979,0.0502295392164737,0.044849418024320166,0.024171532656402452,0.0431525156987548
BTC-USDT-SWAP,4,0.03,48,3,274,109,-0.0002273307616756305,0.034531105729842825,-0.10897402780780127,-0.06873231484002297,0.03013725073277344
BTC-USDT-SWAP,4,0.03,48,all,2252,535,0.0002748082243924493,0.061620356018634755,0.21163608349896187,0.10315313082327818,0.05290712725934652
BTC-USDT-SWAP,4,0.04,1,0,444,400,0.0007682476891623552,0.021062536506761476,0.7685676078800372,0.7294920902957087,0.013555670072861646
BTC-USDT-SWAP,4,0.04,1,1,478,460,0.00010253321952787831,0.017047532950170596,0.1314973510116458,0.1289977013889529,0.01043610602990407
BTC-USDT-SWAP,4,0.04,1,2,264,258,0.0012119473767988036,0.013750295036074679,1.4321012033094553,1.4157337948792168,0.0087342517551493
BTC-USDT-SWAP,4,0.04,1,3,174,170,0.0011044250572708498,0.009682502873842922,1.504607564618039,1.4872126729085238,0.006519743095982378
BTC-USDT-SWAP,4,0.04,1,all,1360,1288,0.0006634095002664881,0.017185441686272705,1.4236080731012963,1.385411918514764,0.010623127909341959
BTC-USDT-SWAP,4,0.04,2,0,444,364,-0.0018757564109273435,0.029077141454501895,-1.3593028118769583,-1.2307658065306188,0.019430578414515655
BTC-USDT-SWAP,4,0.04,2,1,478,432,0.00034560977152269055,0.018338740785180538,0.41203152848237,0.3917043318611987,0.013390287759744896
BTC-USDT-SWAP,4,0.04,2,2,264,246,0.0010815208373423292,0.017177680992838347,1.0229921980325847,0.9875018357480876,0.011541036778865938
BTC-USDT-SWAP,4,0.04,2,3,174,166,0.0005974342662009663,0.011384515784793015,0.6922296363481232,0.6761290698673118,0.008426434792205026
BTC-USDT-SWAP,4,0.04,2,all,1360,1208,-0.00020452890609305228,0.02164885963314224,-0.34840880757333115,-0.3283621859399558,0.01436821156519654
BTC-USDT-SWAP,4,0.04,4,0,444,312,-0.0012216256225881426,0.036862705637591246,-0.6983005914832704,-0.5853669816289889,0.0256949086078146
BTC-USDT-SWAP,4,0.04,4,1,478,389,-0.0002571357833425217,0.02618169113133015,-0.21472310122044522,-0.19370446133434013,0.018851106796076773
BTC-USDT-SWAP,4,0.04,4,2,264,226,0.0012751478134349612,0.023550848564707478,0.8797432312869927,0.8139696093298725,0.01580827239764769
BTC-USDT-SWAP,4,0.04,4,3,174,157,-0.0003672776109216777,0.014121329258383929,-0.34307849761173553,-0.3258882496320458,0.011055852945668371
BTC-USDT-SWAP,4,0.04,4,all,1360,1084,-0.00028866173707382565,0.028583840566325656,-0.3724243720008448,-0.33249359297285985,0.019497404996999753
BTC-USDT-SWAP,4,0.04,6,0,444,288,-0.002391267760340091,0.03900858136062134,-1.2916936876220486,-1.0403136479151245,0.03011524226331879
BTC-USDT-SWAP,4,0.04,6,1,478,358,-0.0009218384513232301,0.028504455938010667,-0.7070595809151068,-0.6119044006147947,0.022703342094812368
BTC-USDT-SWAP,4,0.04,6,2,264,214,0.0010856640319161668,0.025307002367836565,0.6970384055464771,0.6275692141734003,0.01845122280032662
BTC-USDT-SWAP,4,0.04,6,3,174,150,-0.0007469323055964432,0.01578544138456601,-0.6241646058723452,-0.5795222878280571,0.01290923982770635
BTC-USDT-SWAP,4,0.04,6,all,1360,1010,-0.0009894945456407481,0.03063265620146418,-1.1912370763783335,-1.0265720476491393,0.023044629143780138
BTC-USDT-SWAP,4,0.04,8,0,444,263,-0.001870590525507074,0.04085924156233861,-0.9646725360793204,-0.7424484478580041,0.03366838021795546
BTC-USDT-SWAP,4,0.04,8,1,478,326,-0.00017609429257354188,0.030909075205215984,-0.12455845631346965,-0.10286510387769339,0.026009572014033464
BTC-USDT-SWAP,4,0.04,8,2,264,203,3.3284727916171894e-05,0.029017347473339308,0.018637569000907777,0.01634313318263724,0.02142971543800893
BTC-USDT-SWAP,4,0.04,8,3,174,142,-0.0011103384455672474,0.01707620301559145,-0.8577064821705157,-0.7748332344014331,0.014634568035206404
BTC-USDT-SWAP,4,0.04,8,all,1360,934,-0.0008081816077456804,0.03286737670072757,-0.9068038900728943,-0.7514798819163159,0.026165585259735658
BTC-USDT-SWAP,4,0.04,10,0,444,244,-0.001972548005245122,0.04348123419459618,-0.9559104371846803,-0.7086317904283724,0.03772356308241006
BTC-USDT-SWAP,4,0.04,10,1,478,300,-6.376136757734602e-05,0.032875174303498865,-0.04240367601027471,-0.03359310803480194,0.028576437367868007
BTC-USDT-SWAP,4,0.04,10,2,264,195,-0.0007001119005063293,0.03198994595782832,-0.355595221995943,-0.305612602442588,0.023708631081665835
BTC-USDT-SWAP,4,0.04,10,3,174,139,-0.0004426970303712799,0.018775233840821585,-0.3110254149238713,-0.2779896675214427,0.01623694183865422
BTC-USDT-SWAP,4,0.04,10,all,1360,878,-0.0008589324066537345,0.03520246195106747,-0.8998195092106103,-0.7229915287921005,0.029039048202879843
BTC-USDT-SWAP,4,0.04,12,0,444,226,-0.001526267544553616,0.0514319649476985,-0.6253008766041012,-0.4461200806404876,0.04038517116603828
BTC-USDT-SWAP,4,0.04,12,1,478,279,0.0005428823899996281,0.037070397884251594,0.32017871340419585,0.24461360520211822,0.03073231978492368
BTC-USDT-SWAP,4,0.04,12,2,264,187,0.000818563680036243,0.031597085010707085,0.4209276122149323,0.3542633748548056,0.02502570903204504
BTC-USDT-SWAP,4,0.04,12,3,174,135,0.0005512298326905363,0.021025541330532756,0.3458279989136973,0.30461579015464796,0.01692701932967053
BTC-USDT-SWAP,4,0.04,12,all,1360,827,-7.805162128254545e-05,0.03993918181304228,-0.072069617825093,-0.05619989700461081,0.03100967161965961
BTC-USDT-SWAP,4,0.04,16,0,444,205,-0.0014592283768086586,0.05215244732142693,-0.5895763560103131,-0.40061342971756686,0.04625007863950158
BTC-USDT-SWAP,4,0.04,16,1,478,254,-0.00017640757279629182,0.04204074415068591,-0.09174043141246341,-0.06687498353277403,0.03502339272012568
BTC-USDT-SWAP,4,0.04,16,2,264,173,0.0008689831094517057,0.03380736024356939,0.4176399519692444,0.3380828379314066,0.0273347739059593
BTC-USDT-SWAP,4,0.04,16,3,174,128,-0.0003634118284134076,0.022212185667212447,-0.21581537830387093,-0.18510269783227257,0.01914135124607793
BTC-USDT-SWAP,4,0.04,16,all,1360,760,-0.0004162076002561433,0.04232796860388603,-0.3626202343830326,-0.27107494369075175,0.03516411181187469
BTC-USDT-SWAP,4,0.04,24,0,444,167,-0.0004217100577011601,0.06007693307243048,-0.14791005215523817,-0.09071193701148035,0.05181309035331236
BTC-USDT-SWAP,4,0.04,24,1,478,207,-0.0007835884585866055,0.051230455450500506,-0.3344057698114142,-0.22006196497460295,0.042087836667753876
BTC-USDT-SWAP,4,0.04,24,2,264,151,0.0008563168409075112,0.04386776901877152,0.31716912246402545,0.23987081504974933,0.03225040721870753
BTC-USDT-SWAP,4,0.04,24,3,174,115,-0.0028448757512119414,0.026044286001552345,-1.4408722318197171,-1.1713852951074495,0.023852435112039258
BTC-USDT-SWAP,4,0.04,24,all,1360,640,-0.0006108347673051523,0.050572390480142386,-0.44543026262057384,-0.30556263927633825,0.04102016857300784
BTC-USDT-SWAP,4,0.04,36,0,444,136,-0.0009178725404731837,0.06297703800597289,-0.3071083551042719,-0.169968953719004,0.05923156963790108
BTC-USDT-SWAP,4,0.04,36,1,478,162,1.5817413031787985e-05,0.056239960738753016,0.0061489986082996955,0.00357971089660059,0.04946826037294977
BTC-USDT-SWAP,4,0.04,36,2,264,124,-0.001039683149916752,0.04937034552177358,-0.3421659601248483,-0.23450153040506413,0.03951218200765345
BTC-USDT-SWAP,4,0.04,36,3,174,97,-0.001328167089615395,0.030652720361973633,-0.571555378090484,-0.42674609783981887,0.02783463366837634
BTC-USDT-SWAP,4,0.04,36,all,1360,519,-0.0006658471394941175,0.05472293922527414,-0.44871912154104965,-0.2771971760118711,0.04795521153368827
BTC-USDT-SWAP,4,0.04,48,0,444,112,0.0003169254340163023,0.07111367130665538,0.09390646206043497,0.04716425785093012,0.06578341789188438
BTC-USDT-SWAP,4,0.04,48,1,478,135,9.894855774558817e-05,0.060466921169660216,0.03577713508614702,0.019013343603420947,0.0562606661977257
BTC-USDT-SWAP,4,0.04,48,2,264,104,0.0001539945802628399,0.053200330700016514,0.04703195892580111,0.02951941686886947,0.0435404957777277
BTC-USDT-SWAP,4,0.04,48,3,174,89,-0.0013582158493371263,0.036961402404785355,-0.4847245064846954,-0.34666927828062466,0.0312352983542748
BTC-USDT-SWAP,4,0.04,48,all,1360,440,-5.634327418853417e-06,0.06044616964275778,-0.0034375003367173415,-0.001955238019317298,0.053698579989318734
BTC-USDT-SWAP,4,0.05,1,0,287,270,-6.9647278342547e-05,0.0228243984887786,-0.05169466879858918,-0.05014027261547613,0.015568614506573408
BTC-USDT-SWAP,4,0.05,1,1,307,294,-0.000301348199182237,0.017441904958226905,-0.30272192234917605,-0.29624317256036514,0.010759163402716921
BTC-USDT-SWAP,4,0.05,1,2,174,171,0.0014902128400867617,0.0127399797305957,1.5429582971931568,1.5295990994487723,0.009206637594481233
BTC-USDT-SWAP,4,0.05,1,3,116,114,-0.001080475601756885,0.009788659039356192,-1.1888327424940817,-1.1785396245784074,0.008195316722300701
BTC-USDT-SWAP,4,0.05,1,all,884,849,2.4275111242126757e-05,0.017862336850461274,0.04040630020533305,0.03959832345313905,0.011678582815890588
BTC-USDT-SWAP,4,0.05,2,0,287,252,-0.003209399223646732,0.03161775723576235,-1.719624527719784,-1.6113613891794973,0.021757368413452816
BTC-USDT-SWAP,4,0.05,2,1,307,284,-0.00041620875472696197,0.021205830808067472,-0.3438944023918503,-0.3307616038228882,0.014443430080705642
BTC-USDT-SWAP,4,0.05,2,2,174,166,0.0006491362917172981,0.017036397204959412,0.5026118888359938,0.4909216408238726,0.012140087067663678
BTC-USDT-SWAP,4,0.05,2,3,116,113,-0.002461136421203442,0.011145904093948425,-2.378205505683057,-2.347251403018,0.0108719126447428
BTC-USDT-SWAP,4,0.05,2,all,884,815,-0.001381692053154501,0.0235594980743554,-1.7436983576637988,-1.6742643516754165,0.015895944328055696
BTC-USDT-SWAP,4,0.05,4,0,287,221,-0.0024449328786225154,0.04090401167566904,-1.012609472058208,-0.8885813094416283,0.028733114192242115
BTC-USDT-SWAP,4,0.05,4,1,307,265,4.02648142896807e-06,0.02817591665913365,0.00250389915772289,0.002326326046767694,0.020101263648053022
BTC-USDT-SWAP,4,0.05,4,2,174,159,0.0008626714371416303,0.024268986765894993,0.46888722261016663,0.44822114036633026,0.016018261434642456
BTC-USDT-SWAP,4,0.05,4,3,116,110,-0.002042521796435348,0.01518040320912575,-1.4491468170432398,-1.4111712997148762,0.013246809288093037
BTC-USDT-SWAP,4,0.05,4,all,884,755,-0.0008905964985179023,0.031053030505418806,-0.8527134748267442,-0.7880440044188801,0.021200564570330708
BTC-USDT-SWAP,4,0.05,6,0,287,205,-0.003190725801185238,0.04403238981299061,-1.227603662791499,-1.0375144587285465,0.03334994308606992
BTC-USDT-SWAP,4,0.05,6,1,307,247,-0.00024485946855643404,0.03249845138812379,-0.13201504368921846,-0.11841390754861032,0.02433811654253865
BTC-USDT-SWAP,4,0.05,6,2,174,150,0.00035689774381614394,0.025509464218435623,0.18455129182980712,0.1713515727367391,0.019057706490208107
BTC-USDT-SWAP,4,0.05,6,3,116,104,-0.003179103600537901,0.018576069955762387,-1.8432313044278332,-1.745289647754295,0.015812219821130926
BTC-USDT-SWAP,4,0.05,6,all,884,706,-0.0014678574344178465,0.03418991647112483,-1.2764739890340167,-1.1407439851939076,0.0251057622995575
BTC-USDT-SWAP,4,0.05,8,0,287,188,-0.003396062362838828,0.04788467835802562,-1.201489640228379,-0.9724292345441923,0.03769406675624558
BTC-USDT-SWAP,4,0.05,8,1,307,236,0.00034610324998028127,0.03457564914407786,0.17538987662783584,0.1537769830918641,0.027380797337389757
BTC-USDT-SWAP,4,0.05,8,2,174,144,-0.0015466278798103804,0.028850116235715383,-0.7071521912887667,-0.6433088312742582,0.022118875622515577
BTC-USDT-SWAP,4,0.05,8,3,116,103,-0.0022088178908421575,0.0193281112736079,-1.2308340119476027,-1.1598160287809778,0.016836936953528846
BTC-USDT-SWAP,4,0.05,8,all,884,671,-0.0015766429036374369,0.0370283897061908,-1.2659735938518173,-1.1029600307210585,0.028309808808312437
BTC-USDT-SWAP,4,0.05,10,0,287,175,-0.0031314193410374343,0.04970180379707564,-1.0673577981578988,-0.8334664130972927,0.04216927996000323
BTC-USDT-SWAP,4,0.05,10,1,307,217,0.0003859443777703821,0.036557952917351276,0.1849745746354158,0.1555151546157782,0.03067916783292596
BTC-USDT-SWAP,4,0.05,10,2,174,142,-0.0014658939124086376,0.03214218276162821,-0.6015916494156472,-0.5434647087264869,0.024431823998347188
BTC-USDT-SWAP,4,0.05,10,3,116,101,-0.001921857353785354,0.020939201155503042,-0.9885304132739152,-0.9224051683558758,0.018074768763200497
BTC-USDT-SWAP,4,0.05,10,all,884,635,-0.0014233409736430322,0.03904992963562445,-1.0837143606911501,-0.9184923818556967,0.03152590319623627
BTC-USDT-SWAP,4,0.05,12,0,287,166,-0.004214249974817593,0.054213996336466466,-1.3168909684011183,-1.0015275833507697,0.04479395574759959
BTC-USDT-SWAP,4,0.05,12,1,307,215,0.0006278561069411138,0.03773347299136033,0.2915429413644077,0.24397907097572938,0.032636749917778735
BTC-USDT-SWAP,4,0.05,12,2,174,138,0.0007387548961252482,0.03366426391791237,0.2894715412392162,0.2577928052893993,0.026012350354433892
BTC-USDT-SWAP,4,0.05,12,3,116,100,-0.0009205625997399683,0.02281433955862426,-0.4345846875948629,-0.40350175264748256,0.018573942898846063
BTC-USDT-SWAP,4,0.05,12,all,884,619,-0.0011255427913866177,0.04171429284880026,-0.8022380518567735,-0.671308969075123,0.03343447269486063
BTC-USDT-SWAP,4,0.05,16,0,287,154,-0.0021348512825277574,0.055079350050049776,-0.656628559746984,-0.4809934698724817,0.05037336608556596
BTC-USDT-SWAP,4,0.05,16,1,307,204,0.0006543360468746259,0.04433080816651342,0.258621356278296,0.21081925821964187,0.03615374066217172
BTC-USDT-SWAP,4,0.05,16,2,174,128,0.0013862103960773549,0.037973041915416395,0.48153558552845627,0.413008269772412,0.02830513133798189
BTC-USDT-SWAP,4,0.05,16,3,116,97,-0.0020710235447758654,0.02250465452067394,-0.991155238382211,-0.9063554553984051,0.02112981557208805
BTC-USDT-SWAP,4,0.05,16,all,884,583,-0.00046477293435689694,0.044882968160127566,-0.30788277501578426,-0.250030815379734,0.03725396596042445
BTC-USDT-SWAP,4,0.05,24,0,287,129,-0.002189814060173898,0.059074070868568446,-0.6279879184231755,-0.42102239304754013,0.05512533388523255
BTC-USDT-SWAP,4,0.05,24,1,307,174,0.0002816834124711363,0.05510085131872085,0.08957197542709625,0.06743379303560311,0.04310719994068815
BTC-USDT-SWAP,4,0.05,24,2,174,112,-0.0018653857771032062,0.04731042063369407,-0.520099547458768,-0.4172735561684808,0.03514689263427106
BTC-USDT-SWAP,4,0.05,24,3,116,84,-0.002086205052248865,0.026476969385076758,-0.8486286979784727,-0.722151574682724,0.02576667770411351
BTC-USDT-SWAP,4,0.05,24,all,884,499,-0.0012540460847489773,0.05209186907311101,-0.7157637320334505,-0.5377666047501821,0.04316671395802414
BTC-USDT-SWAP,4,0.05,36,0,287,108,-0.0017007258720918962,0.06484717909532069,-0.444308046138575,-0.2725555986834851,0.062652058315637
BTC-USDT-SWAP,4,0.05,36,1,307,141,7.893071457137786e-05,0.06117848267907069,0.022605625092745902,0.015319933822345758,0.0505128951464076
BTC-USDT-SWAP,4,0.05,36,2,174,96,-0.00458313037471499,0.05288187582835833,-1.1432204478448122,-0.8491628306938523,0.041952925539073954
BTC-USDT-SWAP,4,0.05,36,3,116,76,-0.0026660843436199576,0.029142372918119573,-0.9853215193185375,-0.7975460516854321,0.029270237466507736
BTC-USDT-SWAP,4,0.05,36,all,884,420,-0.0017767048246349374,0.05762332121854738,-0.9167335553791005,-0.6318902305067807,0.04998162458874289
BTC-USDT-SWAP,4,0.05,48,0,287,97,-0.0009510787687510269,0.07368577335143418,-0.21866223827984477,-0.12712141198629176,0.06938486238239164
BTC-USDT-SWAP,4,0.05,48,1,307,119,-0.0028866354011872993,0.0631105793581473,-0.801417744584897,-0.4989571461983903,0.058595064748120367
BTC-USDT-SWAP,4,0.05,48,2,174,85,-0.00035351181427365375,0.0540832382052574,-0.086221558693002,-0.060262994525305445,0.04474860225807581
BTC-USDT-SWAP,4,0.05,48,3,116,65,-0.0027071510376474673,0.03178533921881051,-0.9173068372924139,-0.6866608935282752,0.03389984184038663
BTC-USDT-SWAP,4,0.05,48,all,884,365,-0.0017360828629488319,0.06200573488090248,-0.8324625856369892,-0.5349153040299898,0.05613210274639071
BTC-USDT-SWAP,5,0.005,1,0,7748,4870,-0.000379498005299608,0.010944509385793211,-3.0521649833770326,-2.4197900136845356,0.0066575993353335085
BTC-USDT-SWAP,5,0.005,1,1,9752,5860,-0.0002555021476561431,0.009138459525610293,-2.7610127275560914,-2.140278901628336,0.006612956016787125
BTC-USDT-SWAP,5,0.005,1,2,6654,4413,4.917796421479443e-05,0.0075104563018403925,0.5341283396365076,0.4349819007829462,0.00516607305786395
BTC-USDT-SWAP,5,0.005,1,3,5369,3755,-6.3488457727141e-05,0.006003507292230722,-0.7748835417564044,-0.6480293938792668,0.0042828539920110945
BTC-USDT-SWAP,5,0.005,1,all,29523,18898,-0.00018445438622957856,0.008849180493019618,-3.581510072847067,-2.865456738189655,0.005874820307421548
BTC-USDT-SWAP,5,0.005,2,0,7748,3212,-0.00030505899219624165,0.014173564997803945,-1.8945214969755424,-1.2198108719382037,0.009443548791175392
BTC-USDT-SWAP,5,0.005,2,1,9752,3686,-0.00020298325861730146,0.012632491187110443,-1.5867849130444869,-0.9755485365072932,0.009376484399005533
BTC-USDT-SWAP,5,0.005,2,2,6654,2980,-4.150179625175969e-05,0.01052567743360007,-0.321631247763804,-0.21524098426651136,0.0073914938671643705
BTC-USDT-SWAP,5,0.005,2,3,5369,2628,-0.00010863318933465433,0.008238288587518704,-0.9662115636063655,-0.675986790227723,0.0061743507149171085
BTC-USDT-SWAP,5,0.005,2,all,29523,12506,-0.00017621835028179287,0.011947492397411094,-2.5342800895368804,-1.6494288271874917,0.008364366123823139
BTC-USDT-SWAP,5,0.005,4,0,7748,1932,-0.0003189030528616232,0.01933505804290997,-1.4518040468510311,-0.7249645284929154,0.013477264698660799
BTC-USDT-SWAP,5,0.005,4,1,9752,2119,-0.00014142405251670726,0.01765686868491051,-0.7909634892156922,-0.36870163970867315,0.013456088959783861
BTC-USDT-SWAP,5,0.005,4,2,6654,1828,3.428136293423599e-05,0.01475480337549889,0.18952480210043987,0.09933739094797432,0.010548303738090115
BTC-USDT-SWAP,5,0.005,4,3,5368,1677,-1.1773994071043365e-05,0.011596302982000928,-0.07438930693385312,-0.041578688864328195,0.00875470216433154
BTC-USDT-SWAP,5,0.005,4,all,29522,7556,-0.00012482632697390894,0.01657143540315107,-1.2942523173059144,-0.6547749226276678,0.01195140169068557
BTC-USDT-SWAP,5,0.005,6,0,7748,1388,-0.0003754375287711028,0.023307194543105758,-1.4178898296956282,-0.6001259610066081,0.016455236604156733
BTC-USDT-SWAP,5,0.005,6,1,9752,1498,-0.00026677316557206397,0.021134628153692454,-1.2465060116151347,-0.48854372305983307,0.016574008649752694
BTC-USDT-SWAP,5,0.005,6,2,6654,1333,5.07925227122453e-05,0.017544517043413487,0.23615642409329188,0.10569962353321197,0.012911742545456312
BTC-USDT-SWAP,5,0.005,6,3,5366,1245,-4.942547410840179e-05,0.013992004549002244,-0.2587594625504716,-0.1246394666651419,0.010715554934724505
BTC-USDT-SWAP,5,0.005,6,all,29520,5464,-0.00018420411692126275,0.01987706094554539,-1.5922283032221858,-0.6850188279461745,0.014652415590738233
BTC-USDT-SWAP,5,0.005,8,0,7748,1091,-0.00017198075753610908,0.026455051584432142,-0.5722239763487522,-0.21472549875983823,0.018962793979958616
BTC-USDT-SWAP,5,0.005,8,1,9752,1152,-0.00024291172393242259,0.024289636042704843,-0.9875846136890586,-0.3394327231654046,0.01911559996689648
BTC-USDT-SWAP,5,0.005,8,2,6654,1055,-4.296129085990091e-05,0.01999122915795399,-0.17529891293239652,-0.06980138733214895,0.014920580994724642
BTC-USDT-SWAP,5,0.005,8,3,5365,981,-5.8241261846314515e-05,0.015798985339100402,-0.27001409965431616,-0.11546120439197723,0.012326786036936264
BTC-USDT-SWAP,5,0.005,8,all,29519,4276,-0.00014565909551021432,0.022671993016427777,-1.1038211982938202,-0.42011361656464113,0.016896026683185565
BTC-USDT-SWAP,5,0.005,10,0,7748,890,-0.00028764320447541395,0.02853457214562375,-0.8873144607255564,-0.30073069409411224,0.02122077601702426
BTC-USDT-SWAP,5,0.005,10,1,9752,938,-0.00020328850827249658,0.02698759165655186,-0.7438674322993715,-0.23070134044154741,0.021406490060259905
BTC-USDT-SWAP,5,0.005,10,2,6654,865,5.140121163577355e-05,0.021908427347947422,0.19138308499225212,0.06900335489756963,0.016589384807871352
BTC-USDT-SWAP,5,0.005,10,3,5363,829,-4.1475817696502555e-05,0.017305991562709268,-0.17551020267768025,-0.06900423325298664,0.013591141862963743
BTC-USDT-SWAP,5,0.005,10,all,29517,3521,-0.0001386163983138801,0.02483816244862785,-0.9588071297458076,-0.331152592757643,0.018851838735989737
BTC-USDT-SWAP,5,0.005,12,0,7748,758,-0.0003626889848277468,0.031209768547493164,-1.0229128256295907,-0.3199472787903064,0.02326114226095897
BTC-USDT-SWAP,5,0.005,12,1,9752,791,-0.0002287531434363931,0.02972535229421885,-0.7599533023768611,-0.21643540344334838,0.023434209832993696
BTC-USDT-SWAP,5,0.005,12,2,6654,740,-2.5251906276116994e-05,0.023737203902384367,-0.08677727468627267,-0.028938796659993844,0.0181351481911243
BTC-USDT-SWAP,5,0.005,12,3,5359,708,-6.084310753474173e-05,0.018707373764314746,-0.23808960940513366,-0.0865396616480952,0.014831094396771853
BTC-USDT-SWAP,5,0.005,12,all,29513,2994,-0.0001875444484422814,0.02717011805063267,-1.185821626457567,-0.3776926954013656,0.020631886133748046
BTC-USDT-SWAP,5,0.005,16,0,7748,585,-0.00035130856235010945,0.03687849506219232,-0.8385140632611511,-0.23040583739176201,0.02695712360114752
BTC-USDT-SWAP,5,0.005,16,1,9752,602,-0.00017585447235905194,0.034675561015715915,-0.50081435407095,-0.12443087847189539,0.02714220793158453
BTC-USDT-SWAP,5,0.005,16,2,6654,571,7.045928287790343e-05,0.0275134189870092,0.20889837184968382,0.06119440422763146,0.020865541881349328
BTC-USDT-SWAP,5,0.005,16,3,5354,544,-1.946414865633973e-05,0.02117878765345217,-0.06724709070253579,-0.021435507328623697,0.016958671187124325
BTC-USDT-SWAP,5,0.005,16,all,29508,2300,-0.0001380048305263181,0.03172531398246388,-0.7472367907100013,-0.20861823998759518,0.023830508561233067
BTC-USDT-SWAP,5,0.005,24,0,7748,400,-9.869184904129493e-05,0.04572808898004781,-0.18997350679633893,-0.04316465054306398,0.033165476235738525
BTC-USDT-SWAP,5,0.005,24,1,9752,407,-0.00016072732712500476,0.0416286740463946,-0.38127996999037234,-0.0778922679445989,0.03323521591719551
BTC-USDT-SWAP,5,0.005,24,2,6654,393,0.0001155015224214283,0.03353703078749074,0.28093412586667016,0.06827463299665905,0.025453637335440104
BTC-USDT-SWAP,5,0.005,24,3,5351,383,-5.225279535702616e-06,0.02621826776351891,-0.014578841343732787,-0.0039003620414870535,0.02117248875631939
BTC-USDT-SWAP,5,0.005,24,all,29505,1582,-5.393969432632971e-05,0.038730770250802384,-0.2392214709362838,-0.055393089289506973,0.029274306919643323
BTC-USDT-SWAP,5,0.005,36,0,7748,270,-0.00017844155675958654,0.05635194343952673,-0.2787288423879535,-0.0520318164031637,0.040994657571509545
BTC-USDT-SWAP,5,0.005,36,1,9752,275,-0.0001947882366008862,0.04877200486518998,-0.39440186856366544,-0.06623056568679317,0.04073353751130759
BTC-USDT-SWAP,5,0.005,36,2,6654,266,-9.894202746722782e-06,0.04015752137654373,-0.02009811396356091,-0.0040184144287008965,0.03077483936367374
BTC-USDT-SWAP,5,0.005,36,3,5344,263,4.147294439429542e-05,0.030490171026509683,0.09943476089097318,0.022058850799612336,0.025612494829802677
BTC-USDT-SWAP,5,0.005,36,all,29498,1073,-0.00010598497102646611,0.046394909907186546,-0.3923469088781708,-0.0748296666761415,0.03581629324600577
BTC-USDT-SWAP,5,0.005,48,0,7748,206,-0.0002840782871532728,0.06484006345356871,-0.38564651897044694,-0.06288227126371575,0.04752062335476876
BTC-USDT-SWAP,5,0.005,48,1,9752,207,-0.00011602930356959649,0.055039423556389244,-0.20818079135247475,-0.030330458918250917,0.04699126566538422
BTC-USDT-SWAP,5,0.005,48,2,6654,204,-2.2769988633620124e-05,0.04628129375776972,-0.04013273166024021,-0.007027039693264117,0.03516588799615756
BTC-USDT-SWAP,5,0.005,48,3,5340,199,2.2440172193541927e-06,0.03434472561816025,0.004774597458396327,0.0009217065467110665,0.028971862257045858
BTC-USDT-SWAP,5,0.005,48,all,29494,814,-0.00011772173288434998,0.05293980103808184,-0.38189254415598844,-0.0634434138479317,0.04119997883300443
BTC-USDT-SWAP,5,0.0075,1,0,5156,3567,-0.00038922433504734504,0.011907025926489512,-2.347216451420402,-1.9523075813438793,0.007606112087633577
BTC-USDT-SWAP,5,0.0075,1,1,6982,4703,-0.0003835475883130153,0.010080381769271424,-3.1793050385463912,-2.6093345540975585,0.007211216113454827
BTC-USDT-SWAP,5,0.0075,1,2,4327,3181,1.184175052689292e-05,0.008283588907403371,0.09403527894488357,0.08062675929137,0.005638494874816729
BTC-USDT-SWAP,5,0.0075,1,3,3260,2567,-4.4880176781585915e-05,0.006319785736784598,-0.40547212633602825,-0.3598032971981643,0.004591306164420829
BTC-USDT-SWAP,5,0.0075,1,all,19725,14018,-0.00024232395715506657,0.009731466477013012,-3.4972491028491794,-2.948228155108525,0.006536438542323154
BTC-USDT-SWAP,5,0.0075,2,0,5156,2523,-0.0003339680127429382,0.01589338646061939,-1.5088458855483242,-1.0554728195025622,0.010721476648145137
BTC-USDT-SWAP,5,0.0075,2,1,6982,3190,-0.00033908330409333857,0.013561208535457087,-2.089286193138356,-1.4122232382441968,0.010138937257942824
BTC-USDT-SWAP,5,0.0075,2,2,4327,2304,3.363738422273697e-05,0.011506801936541777,0.19229191556900158,0.14031652335684683,0.008022013818829415
BTC-USDT-SWAP,5,0.0075,2,3,3260,1946,-0.00011267563270216746,0.008770109887325604,-0.7335568390819346,-0.5667563417488584,0.006585081673097095
BTC-USDT-SWAP,5,0.0075,2,all,19725,9963,-0.0002185648823300158,0.013148489349173413,-2.334602952715527,-1.6592032498298022,0.009239473438842308
BTC-USDT-SWAP,5,0.0075,4,0,5156,1606,-0.0002743838315072884,0.02137726011872126,-0.9216434243670052,-0.5143742804299221,0.015147264671173196
BTC-USDT-SWAP,5,0.0075,4,1,6982,1934,-0.0002284090831873457,0.018657904233295393,-1.0229170870207744,-0.538367389913893,0.014385900611752569
